MA_100058g0010	AT4G32850
MA_29607g0010	AT3G06060
MA_5952g0010	AT1G57540
MA_7572g0010	AT2G44130
MA_778300g0010	AT2G03200
MA_80729g0030	AT3G16720
MA_8975376g0010	AT3G15810
MA_10130413g0010	AT4G27340
MA_10428776g0010	AT2G02860
MA_108672g0040	AT4G30420
MA_115620g0010	AT3G04340
MA_125978g0010	AT3G24240
MA_130951g0010	AT3G08500
MA_160622g0010	AT3G21630
MA_162944g0010	AT5G26680
MA_165382g0010	AT3G21630
MA_215819g0010	AT5G19750
MA_360437g0010	AT3G02750
MA_512231g0010	AT4G21810
MA_6463458g0010	AT1G05470
MA_6846689g0010	AT5G18110
MA_744858g0010	AT2G44140
MA_8405210g0010	AT1G64790
MA_8496645g0010	AT5G04885
MA_874932g0010	AT5G26680
MA_89471g0010	AT2G34260
MA_9520871g0010	AT3G04340
MA_9877032g0010	AT5G05340
MA_10435339g0010	AT1G58250
MA_9958055g0010	AT5G23670
MA_10428221g0010	AT4G27220
MA_10431628g0010	AT2G41950
MA_10435947g0010	AT1G48630
MA_10435993g0010	AT3G56570
MA_112899g0010	AT2G35140
MA_120433g0010	AT3G07350
MA_131661g0010	AT3G16310
MA_292200g0010	AT1G07900
MA_719166g0010	AT1G66980
MA_7224g0020	AT1G51200
MA_927067g0010	AT1G07900
MA_10432769g0010	AT4G39330
MA_10436532g0020	AT4G01970
MA_170759g0010	AT2G03480
MA_180079g0010	AT1G08630
MA_1995g0010	AT1G03290
MA_200163g0010	AT2G32980
MA_259293g0010	AT1G02205
MA_298729g0010	AT5G57670
MA_347677g0010	AT4G14280
MA_373278g0010	AT1G27880
MA_37650g0010	AT4G19970
MA_485430g0010	AT3G07750
MA_6271831g0010	AT4G10500
MA_64696g0010	AT1G65910
MA_9161860g0010	AT3G13050
MA_9228703g0010	AT1G55730
MA_210052g0010	AT1G56310
MA_10431539g0010	AT1G27750
MA_10434797g0010	AT1G51810
MA_10435865g0010	AT4G01680
MA_10436177g0010	AT3G25250
MA_108444g0010	AT1G11650
MA_18474g0010	AT2G39650
MA_5738074g0010	AT1G69500
MA_745622g0010	AT1G79550
MA_8300450g0010	AT4G39230
MA_10421669g0010	AT5G40540
MA_10425911g0010	AT3G51280
MA_10432625g0010	AT3G25730
MA_10433284g0020	AT2G28840
MA_109719g0010	AT2G39890
MA_127866g0010	AT2G38840
MA_167321g0010	AT1G65910
MA_175640g0010	AT1G78910
MA_458283g0010	AT3G05320
MA_8088684g0010	AT3G05840
MA_8673616g0010	AT5G13930
MA_8972765g0010	AT4G32300
MA_39755g0010	AT5G19760
MA_10427457g0010	AT3G55950
MA_10431457g0010	AT5G65220
MA_10432368g0020	AT2G28305
MA_10436362g0020	AT1G76940
MA_158316g0010	AT3G50360
MA_36092g0010	AT5G61030
MA_504970g0010	AT1G42540
MA_7245g0010	AT1G14870
MA_87115g0010	AT2G16090
MA_87590g0010	AT2G39050
MA_9111704g0010	AT4G21410
MA_10428935g0010	AT4G18240
MA_1115172g0010	AT4G14540
MA_11526g0010	AT1G63490
MA_178757g0010	AT4G27230
MA_211580g0010	AT4G33650
MA_218734g0010	AT3G07350
MA_34273g0020	AT4G02780
MA_39567g0010	AT1G28690
MA_9391345g0010	ATMG01170
MA_828830g0010	AT5G16150
MA_101019g0010	AT3G20800
MA_10361362g0010	AT2G29120
MA_10428391g0010	AT1G27170
MA_10431832g0020	AT3G56891
MA_10433436g0010	AT5G55160
MA_10435955g0010	AT4G02780
MA_10436651g0020	AT3G07560
MA_161367g0010	AT3G33530
MA_17072g0010	AT5G23570
MA_178126g0010	AT1G79740
MA_35916g0010	AT1G73760
MA_377g0010	AT3G48810
MA_48007g0010	AT3G01390
MA_483021g0010	AT1G03220
MA_51630g0010	AT1G49230
MA_761054g0010	AT1G02870
MA_78945g0010	AT1G02870
MA_8219g0010	AT1G26650
MA_8438880g0010	AT4G21390
MA_853890g0010	AT1G76280
MA_857633g0010	AT5G23230
MA_8772982g0010	AT3G05660
MA_91227g0010	AT2G33793
MA_9844379g0010	AT3G51680
MA_10152218g0010	AT1G65910
MA_10239544g0010	AT1G75220
MA_10313144g0010	AT2G32850
MA_10425899g0010	AT1G27460
MA_10426701g0020	AT1G70520
MA_10428455g0010	AT1G17750
MA_10429460g0020	AT1G32900
MA_10434920g0020	AT1G49840
MA_114434g0010	AT2G43940
MA_122599g0010	AT4G09720
MA_128690g0010	AT4G19650
MA_13683g0010	AT1G11050
MA_149302g0010	AT2G45510
MA_164331g0010	AT1G65910
MA_167665g0010	AT1G23230
MA_175193g0010	AT5G05340
MA_176096g0020	AT5G58510
MA_176425g0010	AT4G20820
MA_17729g0030	AT1G01230
MA_184983g0010	AT4G25540
MA_19420g0010	AT2G40340
MA_265018g0010	AT5G08680
MA_27283g0020	AT2G39970
MA_31719g0010	AT3G29185
MA_33596g0010	AT2G40770
MA_364050g0010	AT5G55960
MA_39123g0010	AT3G13300
MA_47376g0010	AT5G48570
MA_537237g0010	AT3G01120
MA_548546g0010	AT5G20480
MA_5629519g0010	AT2G30040
MA_68563g0010	AT1G06800
MA_7030g0020	AT2G39000
MA_75463g0020	AT5G21482
MA_80226g0010	AT3G16730
MA_8272072g0010	AT4G16330
MA_8577912g0010	AT3G19490
MA_9227g0010	AT1G25230
MA_951913g0010	AT5G35220
MA_10071760g0010	AT2G28470
MA_10071g0010	AT4G29920
MA_10429811g0020	AT4G39420
MA_17258g0020	AT1G68020
MA_19374g0030	AT3G23920
MA_197412g0010	AT1G57560
MA_612592g0010	AT5G11420
MA_613638g0010	AT3G24180
MA_826924g0010	AT4G13430
MA_85363g0010	AT1G57560
MA_10344604g0010	AT2G33880
MA_10429489g0010	AT1G31930
MA_10430358g0010	AT4G27220
MA_10431015g0010	AT1G53645
MA_10436529g0010	AT5G47380
MA_126985g0010	AT1G80440
MA_129653g0010	AT5G49360
MA_136929g0010	AT5G43350
MA_14291g0010	AT5G17540
MA_171796g0010	AT1G80830
MA_178036g0010	AT3G10210
MA_183889g0010	AT3G48810
MA_20537g0010	AT1G02065
MA_208841g0010	AT5G43830
MA_218507g0010	AT5G52840
MA_22856g0010	AT4G26480
MA_27588g0010	AT5G33406
MA_351193g0010	AT1G77670
MA_371748g0010	AT1G14340
MA_473550g0010	AT1G73040
MA_4883828g0010	AT5G17820
MA_567674g0010	AT4G32480
MA_59211g0010	AT5G53390
MA_68152g0010	AT1G63220
MA_71756g0010	AT2G47850
MA_76703g0020	AT1G24620
MA_81545g0010	AT5G55500
MA_816375g0010	AT2G40830
MA_86593g0010	AT1G02870
MA_86933g0010	AT1G25540
MA_871602g0010	AT5G65360
MA_893141g0010	AT5G16080
MA_90368g0010	AT3G22810
MA_9139495g0010	AT2G32830
MA_924600g0010	AT3G27020
MA_9290139g0010	AT5G26220
MA_10427903g0010	AT4G27800
MA_10429167g0010	AT4G22130
MA_10429907g0010	AT5G20480
MA_10430798g0010	AT4G30250
MA_10431662g0020	AT1G60500
MA_10432619g0010	AT5G40480
MA_10433024g0020	AT2G34357
MA_10433737g0010	AT3G48990
MA_10436005g0020	AT1G74310
MA_108096g0010	AT4G32180
MA_134086g0010	AT4G32060
MA_145377g0020	AT3G13200
MA_152136g0010	AT5G23270
MA_161407g0010	AT1G56170
MA_16417g0010	AT5G16150
MA_177206g0020	AT5G10330
MA_182818g0010	AT1G65910
MA_203732g0010	AT1G02870
MA_246326g0010	AT1G47260
MA_254258g0010	AT1G11090
MA_357380g0010	AT3G11520
MA_3797395g0010	AT4G22150
MA_399155g0010	AT3G57120
MA_523069g0010	AT1G01040
MA_5515073g0010	AT1G70520
MA_5970350g0010	AT3G54420
MA_60075g0010	AT4G01150
MA_6023807g0010	AT1G69550
MA_604639g0010	AT4G21060
MA_6556215g0010	AT3G53900
MA_675g0010	AT1G60070
MA_7355000g0010	AT1G55150
MA_82338g0010	AT3G07350
MA_8355732g0010	AT2G24130
MA_838949g0010	AT5G53350
MA_8605300g0010	AT5G64440
MA_864372g0010	AT4G25800
MA_9042718g0010	AT5G22000
MA_9447489g0010	AT5G42320
MA_9529698g0010	AT4G32180
MA_9780g0010	AT2G47300
MA_9864559g0010	AT5G48740
MA_10186845g0010	AT1G32090
MA_10436204g0010	AT1G68750
MA_10885g0010	AT1G03090
MA_218803g0010	AT5G03160
MA_10294851g0010	AT2G43590
MA_10428987g0010	AT3G07400
MA_10435068g0010	AT3G09310
MA_10435204g0010	AT5G23130
MA_10436798g0010	AT2G20230
MA_126084g0010	AT2G39720
MA_13546g0010	AT5G46330
MA_141860g0010	AT1G05790
MA_14480g0020	AT1G62300
MA_179371g0010	AT1G05670
MA_21473g0010	AT5G18390
MA_3794g0010	AT4G32400
MA_4302g0010	AT3G61880
MA_7614511g0010	AT1G78370
MA_76825g0010	AT3G27200
MA_809519g0020	AT5G51970
MA_928483g0010	AT2G02090
MA_949310g0010	AT1G73040
MA_10021599g0010	AT1G70320
MA_10119918g0010	AT4G35920
MA_10206648g0010	AT2G41700
MA_10428481g0020	AT1G42540
MA_10429680g0010	AT1G13450
MA_10429908g0010	AT5G42080
MA_10430723g0010	AT1G05670
MA_10431821g0010	AT3G04050
MA_10431827g0010	AT2G34470
MA_10433164g0010	AT5G09390
MA_10435809g0020	AT5G48385
MA_11045g0010	AT5G11150
MA_115256g0010	AT2G46420
MA_131852g0010	AT3G28345
MA_173871g0010	AT3G05660
MA_18695g0010	AT3G05090
MA_19137g0010	AT2G44770
MA_258703g0010	AT3G12530
MA_324353g0010	AT5G18280
MA_368887g0010	AT1G32990
MA_41477g0010	AT1G80300
MA_456164g0010	AT3G16480
MA_5806734g0010	AT1G78320
MA_7077891g0010	AT1G27170
MA_82481g0010	AT4G25490
MA_8921406g0010	AT5G15070
MA_9075191g0010	AT1G12680
MA_9132531g0010	AT3G51520
MA_93057g0010	AT4G23140
MA_96532g0010	AT2G15430
MA_10180832g0010	AT3G21160
MA_10432458g0010	AT5G62600
MA_10436204g0020	AT1G68750
MA_371168g0010	AT4G19950
MA_9957507g0010	AT2G45670
MA_10427023g0010	AT5G19420
MA_10427277g0010	AT3G58660
MA_10436129g0010	AT4G13920
MA_11118g0010	AT5G59560
MA_122602g0010	AT4G34830
MA_141902g0010	AT1G73390
MA_154197g0010	AT1G60770
MA_18800g0010	AT4G17870
MA_226895g0010	AT1G65560
MA_343764g0010	AT5G48850
MA_35091g0010	AT4G28890
MA_356436g0010	AT4G36830
MA_408741g0010	AT4G33520
MA_42064g0010	AT2G27920
MA_6448663g0010	AT2G38940
MA_808469g0010	AT1G60420
MA_845590g0010	AT3G52960
MA_10042785g0010	AT1G26690
MA_10288665g0010	AT5G08580
MA_10432057g0010	AT2G18950
MA_10434411g0010	AT4G22880
MA_10435002g0010	AT5G49030
MA_10629g0010	AT5G09760
MA_180274g0010	AT3G63500
MA_249685g0010	AT1G12580
MA_251894g0010	AT2G34357
MA_2642g0010	AT5G23580
MA_3196g0010	AT5G20480
MA_40611g0010	AT5G03910
MA_51446g0010	AT5G55160
MA_53202g0010	AT5G42080
MA_9007511g0010	AT3G16630
MA_905084g0010	AT2G18730
MA_953622g0010	AT1G15510
MA_573075g0010	AT1G65950
MA_96541g0010	AT4G31880
MA_10430769g0010	AT5G25810
MA_10434815g0010	AT4G36240
MA_125704g0010	AT5G48930
MA_136464g0010	AT1G60000
MA_177088g0010	AT2G38640
MA_18795g0020	AT2G30970
MA_76596g0010	AT3G01170
MA_80268g0010	AT5G55960
MA_813314g0010	AT5G46610
MA_99665g0010	AT1G72630
MA_10377389g0010	AT1G08630
MA_10429895g0010	AT5G47310
MA_10433411g0010	AT1G18080
MA_10433732g0020	AT5G44050
MA_10437111g0010	AT4G28450
MA_121730g0010	AT5G54390
MA_133008g0010	AT3G54850
MA_162692g0010	AT5G21160
MA_184188g0010	AT5G22340
MA_231354g0010	AT4G15080
MA_27336g0010	AT5G48520
MA_280331g0010	AT5G65970
MA_322676g0010	AT2G07050
MA_3327054g0010	AT1G63770
MA_41914g0010	AT3G48410
MA_5840953g0010	AT5G10790
MA_623245g0010	AT5G23860
MA_865197g0010	AT5G59480
MA_8815984g0010	AT2G34640
MA_933485g0010	AT2G41705
MA_9588978g0010	AT1G07160
MA_10432337g0020	AT1G19100
MA_10433415g0010	AT3G15610
MA_10434674g0010	AT5G51340
MA_10048917g0010	AT2G24130
MA_10426034g0010	AT1G15380
MA_108616g0010	AT1G79550
MA_111347g0010	AT3G45020
MA_11273g0010	AT2G15490
MA_126211g0010	AT5G01980
MA_20088g0010	AT5G27820
MA_20987g0010	AT5G11590
MA_309951g0010	AT5G55250
MA_362166g0010	AT3G19010
MA_800843g0010	AT3G06810
MA_8334663g0010	AT5G20480
MA_8695327g0010	AT5G38710
MA_8815334g0010	AT1G03430
MA_9255957g0010	AT1G69080
MA_96504g0010	AT5G23940
MA_97720g0010	AT3G19180
MA_97786g0010	AT1G49770
MA_10073602g0010	AT3G01720
MA_10431950g0010	AT2G03200
MA_10434370g0040	AT2G41640
MA_117392g0010	AT5G45140
MA_142968g0010	AT4G23650
MA_161279g0010	AT4G25835
MA_172084g0010	AT5G12040
MA_18243g0010	AT1G18270
MA_184231g0010	AT5G08580
MA_498989g0010	AT2G24010
MA_823246g0010	AT2G32810
MA_10429965g0010	AT4G37270
MA_83500g0010	AT5G67060
MA_10237636g0010	AT5G51280
MA_10429117g0010	AT1G67750
MA_10431034g0010	AT1G17330
MA_10436897g0010	AT1G44770
MA_138518g0030	AT3G22400
MA_17658g0010	AT1G34000
MA_35797g0010	AT4G33925
MA_40202g0010	AT2G28150
MA_5294g0010	AT5G02050
MA_549126g0010	AT1G21720
MA_63558g0010	AT5G16650
MA_9014g0010	AT5G08460
MA_10335994g0010	AT1G67580
MA_126964g0010	AT5G13930
MA_133280g0010	AT3G15890
MA_13455g0010	AT3G21690
MA_160677g0010	AT4G37200
MA_403986g0010	AT5G66010
MA_415683g0010	AT2G43770
MA_8748023g0010	AT1G09150
MA_8815630g0020	AT1G52780
MA_215195g0010	AT2G23770
MA_9111274g0010	AT3G45890
MA_959247g0010	AT1G20720
MA_10058549g0010	AT3G22840
MA_10292745g0010	AT5G20480
MA_361391g0010	AT1G07900
MA_480180g0010	AT1G28280
MA_5178050g0010	AT5G08640
MA_853384g0010	AT1G44760
MA_10434940g0010	AT1G72480
MA_136309g0010	AT5G08415
MA_146541g0010	AT2G34400
MA_186510g0010	AT3G53110
MA_209408g0010	AT2G37160
MA_33377g0010	AT3G54180
MA_374153g0010	AT5G40310
MA_48607g0010	AT1G09690
MA_577291g0010	AT1G79440
MA_84249g0010	AT2G36960
MA_8570231g0010	AT2G20840
MA_8877544g0010	AT1G31910
MA_10110965g0010	AT5G05690
MA_10128497g0010	AT5G33406
MA_10434011g0010	AT3G07470
MA_131015g0020	AT5G10260
MA_135948g0010	AT1G74460
MA_68372g0010	AT5G50740
MA_77519g0010	AT1G15810
MA_794523g0010	AT3G21420
MA_8821565g0010	AT5G65780
MA_9500907g0010	AT5G56510
MA_9965g0010	AT5G42520
MA_10028g0010	AT4G14130
MA_10331296g0010	AT5G19690
MA_10334081g0010	AT5G63180
MA_10433910g0020	AT5G52580
MA_1132425g0010	AT1G03560
MA_119796g0020	AT2G31350
MA_141050g0010	AT1G68370
MA_15408g0010	AT1G47510
MA_15777g0010	AT3G03060
MA_187159g0010	AT3G01190
MA_20189g0010	AT2G37570
MA_7226339g0010	AT3G14075
MA_7642816g0010	AT4G02410
MA_779417g0010	AT4G17420
MA_9014687g0010	AT5G17920
MA_918965g0010	AT4G17870
MA_10388379g0010	AT4G32551
MA_10426441g0010	AT1G56140
MA_10427006g0010	AT3G52140
MA_10429354g0010	AT1G79550
MA_10430510g0020	AT3G62550
MA_10430806g0010	AT1G07160
MA_10432188g0010	AT3G05070
MA_10433021g0010	AT5G45820
MA_10433024g0010	AT4G25020
MA_10435190g0010	AT2G30330
MA_10435259g0010	AT1G13990
MA_10435549g0020	AT1G21450
MA_10436804g0010	AT2G01440
MA_105791g0010	AT3G53850
MA_116457g0010	AT1G80940
MA_120047g0010	AT2G03200
MA_131256g0010	AT5G56140
MA_15175g0010	AT1G21610
MA_18125g0010	AT1G78230
MA_184381g0010	AT3G47490
MA_18539g0010	AT1G61260
MA_186759g0010	AT1G05385
MA_227582g0010	AT1G69530
MA_32860g0010	AT5G62640
MA_400106g0010	AT5G46530
MA_4695279g0010	AT3G26100
MA_7373769g0010	AT1G55020
MA_7452g0010	AT4G02260
MA_8167318g0010	AT4G16442
MA_8350g0010	AT2G33180
MA_8352311g0010	AT1G61600
MA_8453212g0010	AT1G15210
MA_902082g0010	AT1G07900
MA_944280g0010	AT3G60750
MA_100742g0020	AT3G28360
MA_10098376g0010	AT2G47650
MA_10130205g0010	AT5G08415
MA_10306500g0010	AT4G19420
MA_10333105g0010	AT1G28110
MA_10350931g0030	AT3G49710
MA_10426687g0020	AT4G01290
MA_10426692g0030	AT1G13110
MA_10426894g0010	AT1G75540
MA_10427316g0010	AT2G35110
MA_10428052g0010	AT2G03890
MA_10429137g0020	AT5G24540
MA_10430856g0010	AT4G30160
MA_10430992g0020	AT1G22870
MA_10431055g0010	AT1G70750
MA_10431378g0020	AT3G54420
MA_10433699g0010	AT3G21865
MA_10434149g0010	AT4G16660
MA_10435765g0010	AT4G21880
MA_10436867g0030	AT5G10820
MA_10437008g0010	AT5G53430
MA_10769g0020	AT1G78130
MA_111871g0010	AT1G77120
MA_116775g0010	AT4G24190
MA_134698g0010	AT5G14550
MA_15381g0010	AT1G27370
MA_15412g0010	AT4G29900
MA_16831g0010	AT4G26480
MA_179088g0010	AT5G21160
MA_180702g0010	AT2G47650
MA_21732g0010	AT4G27410
MA_24626g0010	AT5G41040
MA_355251g0010	AT5G65380
MA_4976109g0010	AT5G51350
MA_50915g0010	AT1G51940
MA_516147g0010	AT4G39260
MA_5972053g0010	AT1G18250
MA_616184g0010	AT4G02610
MA_6830361g0010	AT5G20960
MA_70733g0010	AT4G13700
MA_712978g0020	AT3G28860
MA_73698g0010	AT2G28370
MA_7455834g0010	AT1G54350
MA_8357324g0010	AT4G38650
MA_889070g0010	AT5G21070
MA_896539g0010	AT4G34090
MA_9146796g0010	AT5G51120
MA_925728g0010	AT1G67690
MA_959815g0010	AT3G48000
MA_10345546g0020	AT1G78240
MA_10430297g0010	AT2G36390
MA_39759g0020	AT1G31730
MA_62739g0010	AT3G13060
MA_65720g0010	AT1G22870
MA_10425921g0010	AT5G59560
MA_10426556g0010	AT5G37670
MA_10428193g0010	AT3G22970
MA_10430240g0020	AT5G42940
MA_10431434g0010	AT4G07400
MA_10431743g0010	AT3G15810
MA_10432037g0020	AT1G53350
MA_10433919g0010	AT4G32050
MA_1046574g0010	AT4G16370
MA_115167g0010	AT3G19330
MA_1165999g0010	AT4G16370
MA_15251g0010	AT5G11590
MA_15971g0010	AT2G38640
MA_164803g0010	AT5G25810
MA_164918g0010	AT2G45380
MA_16582g0010	AT5G64350
MA_170449g0010	AT3G50990
MA_203210g0010	AT1G09155
MA_30992g0010	AT1G29990
MA_314948g0020	AT3G17810
MA_41906g0020	AT2G19270
MA_43608g0010	AT1G80440
MA_50567g0010	AT2G18900
MA_57007g0010	AT1G17455
MA_585983g0010	AT5G64260
MA_5922351g0010	AT4G05050
MA_714391g0010	AT1G74460
MA_71922g0010	AT1G51130
MA_72133g0010	AT1G30500
MA_75238g0010	AT1G78130
MA_80729g0010	AT1G64660
MA_82129g0010	AT1G19520
MA_8871385g0010	AT2G28070
MA_921344g0010	AT3G11220
MA_940417g0010	AT1G20990
MA_9814730g0010	AT3G22060
MA_10029851g0010	AT3G47570
MA_10114753g0010	AT2G42070
MA_10165473g0010	AT2G41680
MA_10189725g0010	AT3G23730
MA_10285895g0010	AT1G16540
MA_10289712g0010	AT2G16850
MA_10318227g0010	AT4G32750
MA_10338313g0020	AT2G16920
MA_10425878g0010	AT3G15120
MA_10426719g0010	AT4G16730
MA_10426941g0010	AT2G36830
MA_10429707g0010	AT2G26330
MA_10429917g0020	AT1G30610
MA_10429943g0020	AT1G62440
MA_10431643g0010	AT3G14290
MA_10432032g0020	AT2G21790
MA_10432190g0010	AT4G22010
MA_10432801g0010	AT1G12760
MA_10435134g0010	AT2G21960
MA_10435535g0010	AT3G59300
MA_10435788g0040	AT3G60850
MA_10436855g0010	AT1G64980
MA_106606g0010	AT5G57200
MA_129797g0020	AT3G61880
MA_154142g0010	AT3G47090
MA_15718g0010	AT3G51895
MA_164438g0010	AT1G17020
MA_167769g0010	AT3G05660
MA_168237g0010	AT4G21220
MA_183207g0010	AT3G23790
MA_18726g0030	AT1G78860
MA_242578g0010	AT1G78900
MA_245057g0010	AT1G65930
MA_2810g0020	AT5G07990
MA_317333g0010	AT4G15920
MA_3892619g0010	AT2G18020
MA_44490g0010	AT3G55060
MA_453432g0020	AT2G14170
MA_4820g0010	AT1G59700
MA_495832g0010	AT1G71720
MA_526197g0010	AT4G39850
MA_65064g0010	AT3G27190
MA_709182g0010	AT1G69550
MA_762628g0010	AT1G58100
MA_8146226g0010	AT5G05340
MA_8649345g0010	AT1G73010
MA_884342g0010	AT1G75620
MA_8845192g0010	AT4G22130
MA_8962247g0010	AT4G35920
MA_9049170g0010	AT5G08460
MA_9375g0020	AT3G13200
MA_10298125g0010	AT5G03160
MA_10427876g0020	AT3G07020
MA_14897g0010	AT4G22140
MA_58122g0010	AT3G07160
MA_9586915g0010	AT5G55090
MA_100138g0010	AT1G55830
MA_102837g0010	AT4G10950
MA_10349110g0010	AT1G12680
MA_10426376g0030	AT4G32500
MA_10428788g0010	AT2G37540
MA_10431582g0010	AT5G06220
MA_10432745g0010	AT5G24540
MA_10435682g0010	AT5G57610
MA_10435931g0010	AT1G68690
MA_126735g0010	AT5G20640
MA_190687g0010	AT1G28570
MA_21775g0010	AT5G19430
MA_29890g0010	AT5G49890
MA_3040g0010	AT1G78700
MA_31242g0010	AT3G45830
MA_3651g0010	AT1G05577
MA_41061g0020	AT4G30610
MA_432075g0010	AT2G19130
MA_433288g0010	AT1G66980
MA_446754g0010	AT5G59970
MA_52821g0010	AT5G14070
MA_565534g0010	AT5G58920
MA_631760g0010	AT1G69550
MA_79152g0010	AT3G18570
MA_8823433g0010	AT5G08460
MA_9726783g0010	AT5G39400
MA_97548g0010	AT2G01610
MA_10066171g0010	AT5G01190
MA_10203758g0010	AT2G44870
MA_10426364g0010	AT4G22130
MA_10427045g0010	AT2G39910
MA_10427144g0020	AT4G22880
MA_10427559g0010	AT4G27190
MA_10430214g0010	AT5G46050
MA_10430352g0020	AT4G14900
MA_10433760g0010	AT5G13550
MA_132963g0010	AT3G22330
MA_139275g0010	AT4G14920
MA_152063g0010	AT3G46060
MA_17834g0010	AT2G25110
MA_18011g0010	AT5G65840
MA_19879g0020	AT3G23330
MA_20536g0010	AT3G48710
MA_2340g0030	AT5G49460
MA_265196g0010	AT3G45300
MA_31469g0010	AT3G53110
MA_3378961g0010	AT4G10380
MA_353807g0010	AT1G33870
MA_3551g0010	AT1G03150
MA_358726g0010	AT3G19000
MA_414651g0010	AT1G76130
MA_4376480g0010	AT1G80440
MA_4440525g0010	AT3G06920
MA_484913g0010	AT1G22380
MA_528985g0020	AT5G42020
MA_5337667g0010	AT5G19400
MA_589906g0010	AT2G19860
MA_6189912g0010	AT1G22410
MA_721956g0010	AT4G17180
MA_7947852g0010	AT5G05600
MA_8102365g0010	AT3G02645
MA_815998g0010	AT4G31880
MA_8212329g0010	AT1G65780
MA_8836246g0010	AT3G17070
MA_9286617g0010	AT1G03230
MA_5372095g0010	AT5G60160
MA_9942515g0010	AT2G16920
MA_10060779g0010	AT5G08370
MA_10264245g0010	AT2G23770
MA_10348903g0010	AT1G78895
MA_10431322g0010	AT5G51290
MA_10435882g0010	AT3G09010
MA_10436900g0020	AT5G54590
MA_110869g0010	AT3G20290
MA_114573g0010	AT4G29100
MA_118630g0010	AT3G20570
MA_120190g0010	AT5G02960
MA_120284g0010	AT4G14620
MA_150067g0010	AT3G47090
MA_1898g0010	AT5G05230
MA_201252g0010	AT5G64430
MA_3305587g0010	AT1G42970
MA_395455g0010	AT1G54350
MA_401070g0010	AT3G52500
MA_407206g0010	AT2G26580
MA_416025g0010	AT3G48320
MA_7173855g0010	AT5G01250
MA_76459g0010	AT1G68760
MA_865534g0010	AT1G05385
MA_934202g0010	AT4G04450
MA_98424g0010	AT1G07130
MA_101465g0010	AT5G03820
MA_10282934g0010	AT4G21520
MA_10348137g0010	AT5G64600
MA_10426109g0010	AT2G46760
MA_10427480g0010	AT1G30460
MA_10428580g0010	AT5G58730
MA_10436500g0020	AT1G07010
MA_11125g0020	AT5G22370
MA_15930g0010	AT1G14185
MA_283992g0010	AT5G56290
MA_384848g0010	AT2G17040
MA_4303154g0010	AT5G64260
MA_46474g0030	AT2G47980
MA_5574025g0010	AT2G13600
MA_5716900g0010	AT4G27490
MA_62373g0010	AT2G24210
MA_68722g0010	AT3G26790
MA_72332g0010	AT1G12360
MA_76949g0010	AT3G56580
MA_83166g0010	AT3G28380
MA_8334000g0010	AT5G19370
MA_845170g0010	AT2G47450
MA_8629938g0010	AT4G12700
MA_881635g0010	AT2G33700
MA_88508g0010	AT5G24530
MA_9180752g0010	AT1G02090
MA_9222g0010	AT2G46770
MA_9410879g0010	AT2G39890
MA_9425979g0010	AT5G24870
MA_9729804g0010	AT1G08460
MA_99753g0010	AT4G13970
MA_10433135g0020	AT1G14185
MA_10434843g0010	AT3G57050
MA_5317460g0010	AT5G61350
MA_6542515g0010	AT5G15270
MA_102108g0010	AT5G32440
MA_10429280g0010	AT4G01070
MA_10434732g0010	AT5G53390
MA_14798g0010	AT3G12480
MA_379210g0010	AT3G49190
MA_6730g0010	AT5G53390
MA_709537g0010	AT1G14410
MA_9012432g0010	AT1G51940
MA_10003125g0010	AT3G48990
MA_10195260g0010	AT4G02410
MA_10225201g0010	AT1G76130
MA_10427123g0010	AT5G40740
MA_10429911g0010	AT5G08160
MA_10432553g0010	AT1G07900
MA_169555g0010	AT3G59980
MA_17500g0010	AT4G36130
MA_175363g0010	AT3G54090
MA_2137809g0010	AT2G37710
MA_216618g0010	AT4G33410
MA_36169g0010	AT5G47690
MA_399166g0010	AT2G32540
MA_4713g0010	AT2G20110
MA_5849g0010	AT4G21070
MA_6931183g0010	AT5G38250
MA_84956g0010	AT2G03090
MA_9304136g0010	AT5G63830
MA_9527431g0010	AT5G57110
MA_10432436g0010	AT1G32080
MA_6365762g0010	AT5G42020
MA_10431375g0010	AT2G24830
MA_121286g0020	AT1G33720
MA_270465g0010	AT4G38370
MA_3405g0010	AT4G17500
MA_54719g0020	AT5G23400
MA_5536g0010	AT5G06220
MA_8796041g0020	AT4G10770
MA_9112925g0010	AT5G58400
MA_93338g0010	AT1G80440
MA_10427226g0010	AT2G39210
MA_10435300g0030	AT5G19320
MA_125428g0010	AT3G53720
MA_168013g0010	AT4G30996
MA_703574g0010	AT2G46750
MA_382623g0010	AT3G53130
MA_7789949g0010	AT1G74910
MA_9094835g0010	AT3G17850
MA_10294412g0010	AT1G02870
MA_10427076g0010	AT3G05680
MA_4507637g0010	AT3G52590
MA_90307g0010	AT3G07650
MA_92617g0010	AT5G66650
MA_96561g0010	AT1G47500
MA_96968g0010	AT3G15810
MA_10191444g0010	AT3G52970
MA_10427845g0010	AT1G07480
MA_10429701g0010	AT5G06150
MA_119174g0010	AT2G27100
MA_166159g0010	AT5G16520
MA_19353g0010	AT5G63850
MA_28957g0010	AT1G11940
MA_4216916g0010	AT5G46860
MA_63297g0010	AT2G18950
MA_656745g0010	AT4G03140
MA_6574321g0010	AT1G76160
MA_9071g0020	AT1G10760
MA_10427360g0010	AT5G47490
MA_430084g0010	AT2G37500
